"HumanGene","2021_Nature_Kamber_Ramos_macrophage_posscore","2021_Nature_Kamber_Ramos_macrophage_posrank","2021_Nature_Kamber_Ramos_macrophage_negscore","2021_Nature_Kamber_Ramos_macrophage_negrank"
"RBM17",0.041113,2960,0.99559,20297
"RBM18",0.59918,15590,6.2958e-05,183
"RBM19",0.49706,14195,0.80291,17733
"RBM20",0.78213,17617,0.095251,4997
"RBM22",0.96851,19546,0.3311,11135
"RBM23",0.57957,15315,0.0077703,993
"RBM24",0.13092,6620,0.35253,11640
"RBM25",0.056611,3794,0.99088,20162
"RBM26",0.11766,6130,0.0013519,426
"RBM27",0.98282,19863,0.0041749,718
"RBM28",0.988,19988,0.015885,1523
"RBM3",0.13537,6776,0.32038,10918
"RBM33",0.55894,15026,0.00093848,374
"RBM34",0.4123,13045,0.4533,13185
"RBM38",0.0017667,318,0.87401,18595
"RBM39",0.16958,7867,0.013278,1383
"RBM4",0.12284,6323,0.59373,15317
"RBM41",0.014295,1378,0.092722,4917
"RBM42",0.13464,6750,0.33749,11294
"RBM43",0.27689,10438,0.27346,9883
"RBM44",0.95985,19403,0.031933,2389
"RBM45",0.34006,11672,0.56688,14880
"RBM46",0.069968,4410,0.62987,15853
"RBM47",0.78868,17676,0.27294,9867
"RBM48",0.0067009,765,0.70128,16561
"RBM4B",0.64652,16245,0.13342,6326
"RBM5",0.18235,8261,0.94922,19241
"RBM6",0.61498,15793,0.089423,4789
"RBM7",0.20468,8860,0.22908,8826
"RBM8A",0.038656,2826,0.87583,18606
"RBMS1",0.096013,5409,0.53074,14357
"RBMS2",0.095682,5403,0.85901,18455
"RBMS3",0.0729,4509,0.75851,17175
"RBMX",0.9606,19416,0.15425,6984
"RBMX2",0.81591,17968,0.026031,2083
"RBMXL1",0.58486,15394,0.067777,4004
"RBMXL2",0.92248,18991,0.056687,3581
"RBMXL3",0.68816,16760,0.074744,4262
"RBMY1A1",0.89376,18807,0.10624,5395
"RBMY1B",0.47278,13851,0.13594,6416
"RBMY1D",0.11954,6212,0.88046,18629
"RBMY1E",0.77357,17530,0.05557,3541
"RBMY1F",0.073002,4513,0.057629,3611
"RBMY1J",0.26114,10098,0.73886,16936
"RBP1",0.53735,14717,0.50278,13925
"RBP2",0.19918,8737,0.41005,12591
"RBP3",0.055437,3734,0.96949,19617
"RBP4",0.080235,4812,0.97564,19745
"RBP5",0.23096,9421,0.13768,6472
"RBP7",0.49724,14201,0.91941,18933
"RBPJ",0.65037,16291,4.2245e-06,100
"RBPJL",0.91974,18961,0.056264,3562
"RBPMS",0.58842,15454,0.29533,10397
"RBPMS2",0.38547,12574,0.31539,10807
"RBX1",0.41182,13040,0.42111,12723
"RC3H1",0.2723,10344,0.069183,4059
"RC3H2",0.58514,15397,0.16317,7248
"RCAN1",0.9776,19737,0.065011,3906
"RCAN2",0.25722,10014,0.03651,2607
"RCAN3",0.031659,2423,0.33928,11339
"RCBTB1",0.9487,19239,0.054835,3502
"RCBTB2",0.0803,4813,0.20824,8374
"RCC1",0.28092,10515,0.19805,8117
"RCC2",0.32176,11336,0.4566,13246
"RCCD1",0.013639,1330,0.84409,18256
"RCE1",0.16095,7604,2.5244e-05,146
"RCHY1",0.073724,4549,0.58938,15257
"RCL1",0.62702,15971,0.27194,9840
"RCN1",0.14715,7169,0.062816,3820
"RCN2",0.062211,4081,0.040485,2800
"RCN3",0.35267,11932,0.15067,6866
"RCOR1",0.042687,3040,0.98583,20041
"RCOR2",0.23427,9505,0.50208,13921
"RCOR3",0.085889,5029,0.64093,16009
"RCSD1",0.94681,19216,8.6618e-05,200
"RCVRN",0.31647,11227,0.0734,4203
"RD3",0.62621,15957,0.60186,15448
"RD3L",0.48228,13993,0.019102,1694
"RDH10",0.38858,12631,0.145,6702
"RDH11",0.97437,19656,0.39483,12387
"RDH12",0.96967,19562,0.24902,9315
"RDH13",0.75455,17353,0.030085,2289
"RDH14",0.90975,18888,0.10807,5461
"RDH16",0.044674,3153,0.76166,17224
"RDH5",0.1028,5635,0.95986,19415
"RDH8",0.086784,5064,0.22228,8677
"RDM1",0.00031119,135,0.99629,20314
"RDX",0.034203,2567,0.58856,15245
"REC8",0.08551,5011,0.32397,10987
"RECK",0.28439,10594,0.24707,9265
"RECQL",0.32134,11323,0.43011,12854
"RECQL4",0.14029,6945,0.38434,12250
"RECQL5",0.063486,4130,0.022244,1882
"REEP1",0.33042,11496,0.28278,10100
"REEP2",0.1587,7529,0.14629,6735
"REEP3",0.62514,15941,0.86504,18530
"REEP4",0.62323,15909,0.017783,1625
"REEP5",0.030407,2346,0.32916,11092
"REEP6",0.63648,16106,0.84489,18270
"REG1A",0.060523,3987,0.59164,15290
"REG1B",0.015346,1474,0.98244,19945
"REG3A",0.11144,5935,0.52625,14293
"REG3G",2.846e-07,28,0.99919,20405
"REG4",0.51651,14432,0.12906,6182
"REL",0.014832,1432,0.75853,17176
"RELA",0.1698,7874,0.80685,17780
"RELB",0.79196,17709,0.038012,2682
"RELL1",0.084156,4970,0.54625,14575
"RELL2",0.020207,1780,0.59591,15347
"RELN",0.11425,6026,0.5995,15412
"RELT",0.16638,7767,0.3671,11927
"REM1",0.15641,7467,0.73646,16910
"REM2",0.8396,18239,0.10648,5405
"REN",0.16599,7755,0.45524,13220
"RENBP",0.26886,10277,0.060492,3738
"REP15",0.44425,13475,0.056116,3556
"REPIN1",0.77703,17569,0.048814,3202
"REPS1",0.51102,14367,0.61755,15669
"REPS2",0.12516,6410,0.057112,3594
"RER1",0.97357,19642,0.19383,8014
"RERE",0.23453,9512,0.30154,10538
"RERG",0.0064651,744,0.42177,12730
"RERGL",0.34578,11778,0.21051,8421
"RESP18",0.49692,14192,0.55561,14715
"REST",0.97667,19713,0.00027884,252
"RET",0.66406,16483,0.14197,6610
"RETN",0.11874,6179,0.87757,18615
"RETNLB",0.97656,19711,0.23733,9020
"RETSAT",0.0825,4907,0.96294,19481
"REV1",0.10677,5768,0.010106,1165
"REV3L",0.094681,5358,0.66021,16197
"REXO1",0.30941,11104,0.70037,16551
"REXO1L10P",0.75153,17331,0.94554,19190
"REXO1L11P",0.98347,19881,0.016526,1565
"REXO1L1P",0.76463,17448,0.37538,12086
"REXO2",0.99597,20239,1.5434e-05,126
"REXO4",0.48948,14078,0.2238,8711
"RFC1",0.66584,16507,0.58333,15155
"RFC2",0.0057974,693,0.05803,3627
"RFC3",0.86122,18481,0.44729,13087
"RFC4",0.92472,19000,0.4211,12721
"RFC5",0.57217,15224,0.16485,7293
"RFESD",0.0055218,662,0.18023,7684
"RFFL",0.65456,16346,0.79996,17693
"RFK",0.38068,12473,0.28171,10072
"RFNG",0.4861,14040,0.30796,10660
"RFPL1",0.14049,6948,0.0050318,780
"RFPL2",0.74541,17268,0.35964,11785
"RFPL3",0.21387,9045,0.2402,9108
"RFPL3S",0.36938,12267,0.55987,14777
"RFPL4A",0.74681,17281,0.084575,4610
"RFPL4AL1",0.91461,18917,0.048847,3203
"RFPL4B",0.95669,19346,0.0016577,473
"RFT1",0.94387,19186,0.11875,5843
"RFTN1",0.062242,4082,0.18431,7796
"RFTN2",0.53928,14747,0.53312,14394
"RFWD2",0.9521,19290,0.40128,12479
"RFWD3",0.69692,16827,0.0070865,931
"RFX1",0.16374,7682,0.78363,17501
"RFX2",0.0029728,439,0.90858,18827
"RFX3",0.17738,8094,0.10833,5473
"RFX4",0.07318,4524,0.010554,1190
"RFX5",0.54461,14813,0.26134,9594
"RFX6",0.037188,2735,0.60635,15510
"RFX7",0.59049,15486,0.0019671,509
"RFX8",0.23343,9489,0.18129,7716
"RFXANK",0.26622,10213,0.61686,15658
"RFXAP",0.38849,12628,0.065379,3919
"RGAG1",0.50289,14266,0.27656,9943
"RGAG4",0.30632,11038,0.74374,16988
"RGCC",0.7068,16910,0.58091,15107
"RGL1",0.032758,2498,0.28301,10104
"RGL2",0.11404,6017,0.71783,16717
"RGL3",0.9675,19527,0.3675,11932
"RGL4",0.73074,17134,0.1163,5742
"RGMA",0.24654,9775,0.17305,7509
"RGMB",0.26308,10139,0.92926,19030
"RGN",0.3828,12522,0.18081,7702
"RGP1",0.85857,18455,0.0014325,439
"RGPD1",0.0044297,560,0.94044,19136
"RGPD2",0.17483,8022,0.45939,13293
"RGPD3",0.23156,9434,0.75207,17095
"RGPD4",0.11762,6129,0.32117,10928
"RGPD5",0.55494,14951,0.22928,8829
"RGPD6",0.15596,7447,0.84404,18255
"RGPD8",0.27394,10368,0.42945,12845
"RGR",0.55825,15010,0.073715,4216
"RGS1",0.10053,5554,0.20113,8195
"RGS10",0.0040461,526,0.93553,19087
"RGS11",0.072164,4474,0.76246,17233
"RGS12",0.32158,11329,0.56057,14789
"RGS13",0.14633,7141,0.8089,17813
"RGS14",0.96862,19548,0.23102,8875
"RGS16",0.049753,3418,0.96906,19609
"RGS17",0.46156,13709,0.18957,7921
"RGS18",0.96364,19464,0.2227,8689
"RGS19",0.9861,19950,0.05675,3585
"RGS2",0.6612,16441,0.017401,1607
"RGS20",0.62677,15969,0.35002,11582
"RGS21",0.61396,15783,0.26433,9667
"RGS22",0.21265,9012,0.051943,3371
"RGS3",0.041508,2978,0.99364,20245
"RGS4",0.24095,9656,0.67655,16342
"RGS5",0.14017,6941,0.16193,7210
"RGS6",0.35822,12044,0.18254,7745
"RGS7",0.58444,15387,0.98167,19925
"RGS7BP",0.43487,13339,0.25008,9335
"RGS8",0.10393,5661,0.30212,10547
"RGS9",0.031179,2395,0.099351,5136
"RGS9BP",0.099038,5505,0.015653,1512
"RGSL1",0.36753,12226,0.35185,11626
"RHAG",0.048729,3368,0.40298,12507
"RHBDD1",0.30842,11080,0.568,14909
"RHBDD2",0.52415,14539,0.80152,17712
"RHBDD3",0.15821,7514,0.070277,4102
"RHBDF1",0.23828,9588,0.0011702,404
"RHBDF2",0.84992,18349,0.66431,16231
"RHBDL1",0.39762,12782,0.22224,8676
"RHBDL2",0.0056458,678,0.79839,17670
"RHBDL3",0.059416,3938,0.92919,19029
"RHBG",0.23624,9541,0.099211,5132
"RHCE",0.0078625,876,0.49034,13717
"RHCG",0.093277,5307,0.21336,8483
"RHD",0.01168,1184,0.96063,19434
"RHEB",0.25708,10009,0.3682,11948
"RHEBL1",0.10761,5798,0.73668,16914
"RHNO1",0.5599,15045,0.20489,8294
"RHO",0.029075,2274,0.18776,7877
"RHOA",0.0038188,513,0.042194,2893
"RHOB",0.21913,9177,0.41265,12622
"RHOBTB1",0.19305,8574,0.13302,6312
"RHOBTB2",0.065681,4249,0.99745,20354
"RHOBTB3",0.071085,4442,0.16823,7397
"RHOC",0.39036,12672,0.30584,10618
"RHOD",0.0045758,574,0.27677,9946
"RHOF",0.41949,13133,0.44399,13047
"RHOG",0.55208,14915,0.40094,12476
"RHOH",1.5761e-14,6,1,20456
"RHOJ",0.028746,2252,0.11948,5872
"RHOQ",0.15113,7296,0.094163,4962
"RHOT1",0.43866,13400,0.13158,6257
"RHOT2",0.99763,20300,0.00014503,224
"RHOU",0.56055,15052,0.58375,15161
"RHOV",0.12559,6423,0.807,17783
"RHOXF1",0.11945,6208,0.072892,4183
"RHOXF2",0.018322,1675,0.76411,17260
"RHOXF2B",0.56073,15059,0.20654,8336
"RHPN1",0.016698,1574,0.32737,11053
"RHPN2",0.45684,13653,0.14786,6788
"RIBC1",0.67875,16671,0.33961,11349
"RIBC2",0.29199,10752,0.37404,12055
"RIC3",0.018805,1716,0.44969,13130
"RIC8A",3.8973e-06,51,0.99572,20301
"RIC8B",0.58783,15441,0.52757,14307
"RICTOR",0.058447,3887,0.50672,13985
"RIF1",0.18605,8380,0.48232,13599
"RIIAD1",0.16537,7737,0.55414,14691
"RILP",0.66661,16521,0.25915,9541
"RILPL1",0.04939,3401,0.47359,13491
"RILPL2",0.31463,11195,0.98501,20016
"RIMBP2",0.33336,11558,0.37447,12065
"RIMBP3",0.36392,12159,0.0882,4741
"RIMBP3B",0.9719,19610,0.23803,9043
"RIMBP3C",0.73652,17185,0.67984,16377
"RIMKLA",0.25559,9975,0.094338,4970
"RIMKLB",0.37344,12336,0.85144,18353
"RIMS1",0.98325,19876,0.00014154,222
"RIMS2",0.83892,18232,0.38431,12249
"RIMS3",0.70235,16873,0.020143,1751
"RIMS4",0.36525,12186,0.33194,11149
"RIN1",0.18807,8446,0.23837,9052
"RIN2",0.2931,10776,0.30036,10513
"RIN3",0.0011678,266,0.86414,18515
"RING1",0.50788,14329,0.30766,10652
"RINL",0.017858,1645,0.37772,12139
"RINT1",0.30632,11039,0.10507,5358
"RIOK1",0.1577,7496,0.3291,11090
"RIOK2",0.24716,9788,0.33082,11128
"RIOK3",0.39042,12674,0.39794,12433
"RIPK1",0.011822,1194,0.072824,4181
"RIPK2",0.1219,6291,0.077238,4364
"RIPK3",0.66539,16505,0.18187,7730
"RIPK4",0.049277,3390,0.56488,14853
"RIPPLY1",0.18457,8338,0.51431,14113
"RIPPLY2",0.63142,16036,0.51485,14117
"RIPPLY3",0.15511,7420,0.3751,12079
"RIT1",0.070549,4429,0.11702,5775
"RIT2",0.97718,19729,0.00083542,362
"RITA1",0.55133,14910,0.37475,12071
"RLBP1",0.077139,4698,0.29849,10463
"RLF",0.17091,7910,0.031427,2363
"RLIM",0.26968,10289,0.037082,2630
"RLN1",0.078852,4759,0.23012,8857
"RLN2",0.21882,9168,0.054425,3479
"RLN3",0.059807,3955,0.83254,18111
"RLTPR",0.57951,15310,0.0046395,752
"RMDN1",0.29354,10782,0.021249,1824
"RMDN2",0.75641,17368,0.094795,4987
"RMDN3",0.26441,10176,0.47012,13451
"RMI1",0.6219,15886,0.14092,6589
"RMI2",0.55419,14935,0.043221,2934
"RMND1",0.92698,19020,3.5837e-05,159
"RMND5A",0.81257,17926,0.0019224,499
"RMND5B",0.67911,16676,0.067409,3984
"RNASE1",0.54997,14899,0.68449,16417
"RNASE10",0.25078,9871,0.066254,3945
"RNASE11",0.061453,4042,0.10908,5498
"RNASE12",0.11417,6022,0.402,12491
"RNASE13",0.32471,11393,0.0059913,855
"RNASE2",0.50538,14296,0.21162,8441
"RNASE3",0.021102,1829,0.29121,10304
"RNASE4",0.011536,1171,0.30094,10519
"RNASE6",0.19535,8640,0.074061,4229
"RNASE7",0.1141,6019,0.027451,2146
"RNASE8",0.15924,7553,0.01579,1518
"RNASE9",0.017521,1628,0.2991,10477
"RNASEH1",0.077373,4703,0.89987,18760
"RNASEH2A",0.086505,5057,0.29038,10285
"RNASEH2B",0.0038032,511,0.99726,20348
"RNASEH2C",0.088525,5131,0.26356,9646
"RNASEK",0.26363,10152,0.44321,13038
"RNASEK-C17orf49",0.052577,3578,0.75353,17109
"RNASEL",0.34586,11780,0.042231,2895
"RNASET2",0.28592,10630,0.17825,7646
"RND1",0.02474,2045,0.1916,7963
"RND2",0.40455,12919,0.62263,15753
"RND3",0.49555,14169,0.059054,3673
"RNF10",0.5987,15585,0.0035472,655
"RNF103",0.15082,7291,0.0245,2003
"RNF11",0.10818,5820,0.38947,12324
"RNF111",0.00027633,126,0.99485,20281
"RNF112",0.023042,1953,0.12922,6193
"RNF113A",0.99112,20073,0.23644,8998
"RNF113B",0.25345,9931,0.7783,17428
"RNF114",0.39856,12796,0.74608,17017
"RNF115",0.54267,14794,0.10389,5309
"RNF121",0.0045926,575,0.10755,5446
"RNF122",0.77647,17560,0.27481,9908
"RNF123",0.60262,15634,0.7102,16650
"RNF125",0.048523,3349,0.75903,17181
"RNF126",0.4309,13289,0.0044385,739
"RNF128",0.13099,6623,0.09329,4937
"RNF13",0.007312,823,0.54981,14621
"RNF130",0.11571,6065,0.02999,2285
"RNF133",0.24546,9753,0.2381,9045
"RNF135",0.18825,8453,0.17557,7574
"RNF138",0.99885,20354,0.23124,8882
"RNF139",0.82034,18021,0.26624,9716
"RNF14",0.050077,3437,0.36426,11866
"RNF141",0.98045,19801,0.10155,5217
"RNF144A",0.37952,12450,0.23781,9036
"RNF144B",0.7469,17283,0.078412,4410
"RNF145",0.34849,11835,0.58498,15188
"RNF146",0.27169,10329,0.024904,2022
"RNF148",0.049314,3394,0.20119,8197
"RNF149",0.84507,18298,0.082149,4543
"RNF150",0.068553,4353,0.24093,9134
"RNF151",0.022483,1911,0.60913,15553
"RNF152",0.034343,2578,0.67094,16297
"RNF157",0.55471,14945,0.93876,19112
"RNF165",0.33459,11578,0.0063425,877
"RNF166",0.56701,15152,0.68706,16448
"RNF167",0.22511,9306,0.20239,8225
"RNF168",0.23123,9426,0.54032,14485
"RNF169",0.6237,15920,0.10826,5471
"RNF17",0.12824,6517,0.33242,11157
"RNF170",0.038374,2806,0.98325,19975
"RNF175",0.025014,2060,0.082297,4545
"RNF180",0.95949,19393,0.018026,1635
"RNF181",0.16341,7674,0.1751,7564
"RNF182",0.18605,8379,0.34226,11412
"RNF183",0.03973,2889,0.057404,3608
"RNF185",0.98873,20013,0.075194,4277
"RNF186",0.97614,19698,0.31837,10873
"RNF187",0.58407,15381,0.24441,9210
"RNF19A",0.33599,11600,0.25607,9473
"RNF19B",0.069566,4395,0.0075746,971
"RNF2",0.19608,8659,0.22825,8809
"RNF20",0.64318,16208,0.10076,5189
"RNF207",0.004889,602,0.93147,19050
"RNF208",0.44964,13551,0.028876,2214
"RNF212",0.36923,12266,0.071926,4154
"RNF213",0.52984,14623,0.78077,17465
"RNF214",0.29487,10809,0.78756,17553
"RNF215",0.46515,13771,0.26682,9733
"RNF216",0.78507,17636,0.33118,11137
"RNF217",0.56133,15069,7.5615e-05,191
"RNF219",0.82683,18080,0.39902,12447
"RNF220",0.22762,9355,0.26283,9630
"RNF222",0.96403,19474,0.020468,1776
"RNF223",0.76824,17481,0.13431,6360
"RNF224",0.17465,8016,0.056758,3586
"RNF24",0.013716,1336,0.66466,16234
"RNF25",0.0068341,777,0.071013,4121
"RNF26",0.43674,13367,0.35422,11675
"RNF31",0.99355,20155,0.043333,2944
"RNF32",0.36132,12104,0.45464,13205
"RNF34",0.41315,13055,0.011504,1259
"RNF38",2.3117e-06,45,0.19371,8009
"RNF39",0.4355,13348,0.022886,1912
"RNF4",0.69336,16801,0.042877,2919
"RNF40",0.24536,9748,0.5555,14714
"RNF41",0.97946,19779,0.21287,8469
"RNF43",0.11531,6054,0.77602,17400
"RNF44",0.84591,18303,0.12335,5988
"RNF5",0.6096,15729,0.11936,5869
"RNF6",0.36276,12135,0.30326,10568
"RNF7",0.15159,7313,0.97256,19676
"RNF8",0.13276,6683,0.29372,10351
"RNFT1",0.10826,5825,0.12344,5994
"RNFT2",0.1596,7564,0.64028,16001
"RNGTT",0.44895,13539,0.74308,16978
"RNH1",0.7292,17120,0.21609,8546
"RNLS",0.49653,14185,0.050245,3285
"RNMT",0.41513,13077,0.91494,18894
"RNMTL1",0.43646,13362,5.1371e-06,105
"RNPC3",0.94472,19198,0.47289,13483
"RNPEP",0.84689,18311,0.37069,11994
"RNPEPL1",0.12561,6426,0.34312,11429
"RNPS1",0.7561,17365,0.058261,3640
"ROBO1",0.045261,3187,0.87107,18575
"ROBO2",0.53485,14682,0.067909,4008
"ROBO3",0.38372,12545,0.019171,1700
"ROBO4",0.67019,16573,0.10738,5441
"ROCK1",0.0028784,433,0.73092,16842
"ROCK2",0.031978,2442,0.07695,4355
"ROGDI",0.58246,15356,0.20015,8168
"ROM1",0.0067708,771,0.37838,12154
"ROMO1",0.35159,11902,0.36923,11966
"ROPN1",0.87189,18609,0.91057,18854
"ROPN1B",0.38669,12600,0.97436,19718
"ROPN1L",0.10927,5861,0.75907,17182
"ROR1",0.10599,5746,0.60256,15458
"ROR2",0.64458,16219,0.064082,3866
"RORA",0.51707,14437,0.046416,3106
"RORB",0.41933,13129,0.29651,10416
"RORC",0.38908,12643,0.66107,16204
"ROS1",0.056854,3806,0.51029,14038
"RP1",0.83563,18190,0.0072665,943
"RP1-102H19.8",0.65375,16333,0.87156,18579
"RP1-127H14.3",0.90049,18839,0.57726,15054
"RP1-130H16.18",0.15145,7308,0.46186,13327
"RP1-139D8.6",0.040642,2934,0.5499,14624
"RP1-170O19.20",0.98746,19978,0.091788,4880
"RP1-228P16.5",0.40817,12984,0.37375,12046
"RP1-241P17.4",0.63017,16012,0.0080407,1019
"RP1-27O5.3",0.085665,5019,0.56309,14824
"RP1-309K20.6",0.62131,15880,0.13293,6307
"RP1-317E23.6",0.022275,1900,0.039322,2750
"RP1-32I10.10",0.1445,7077,0.99465,20276
"RP1-4G17.5",0.35696,12014,0.71755,16715
"RP1-66C13.4",0.65023,16289,0.050824,3310
"RP11-1012A1.4",0.24494,9737,0.64968,16109
"RP11-101E3.5",0.26706,10230,0.20687,8348
"RP11-1021N1.1",0.26181,10112,0.08678,4684
"RP11-1026M7.2",0.049848,3424,0.35855,11766
"RP11-1035H13.3",0.61875,15843,0.38125,12202
"RP11-1055B8.6",0.17669,8080,0.047908,3161
"RP11-1055B8.7",0.21785,9142,0.99675,20326
"RP11-105C20.2",0.89804,18823,0.14298,6638
"RP11-1070N10.3",0.37636,12389,0.24775,9285
"RP11-1084J3.4",0.53881,14737,0.86104,18478
"RP11-1085N6.3",0.096998,5438,0.20684,8346
"RP11-108K14.8",0.59868,15584,0.15211,6924
"RP11-10A14.4",0.26706,10229,0.59743,15377
"RP11-10J21.3",0.33827,11647,0.25324,9406
"RP11-1102P16.1",0.14878,7237,0.16335,7251
"RP11-1105G2.3",0.50282,14265,0.078142,4402
"RP11-111M22.2",0.061368,4036,0.45097,13152
"RP11-113D6.10",0.016073,1537,0.21762,8582
"RP11-113D6.6",0.0043417,552,0.098994,5125
"RP11-114H20.1",0.069388,4387,0.45064,13145
"RP11-1167A19.2",0.11859,6168,0.32218,10947
"RP11-116D17.1",0.25247,9913,0.025691,2069
"RP11-1220K2.2",0.048157,3323,0.14928,6832
"RP11-123K3.4",0.14732,7177,0.42819,12822
"RP11-125O5.2",0.23121,9425,0.62893,15833
"RP11-126K1.2",0.020393,1789,0.96112,19443
"RP11-127H5.1",0.71106,16946,0.87789,18619
"RP11-12J10.3",0.091993,5259,0.88399,18651
"RP11-131H24.4",0.076496,4665,0.10304,5276
"RP11-133K1.2",0.097662,5460,0.23992,9099
"RP11-1396O13.13",0.1587,7531,0.072233,4165
"RP11-139J15.7",0.33864,11650,0.29965,10493
"RP11-1407O15.2",0.3754,12369,0.59995,15418
"RP11-144F15.1",0.71042,16943,0.016002,1531
"RP11-145E5.5",0.20782,8926,0.017951,1631
"RP11-146D12.2",0.94731,19223,0.55401,14688
"RP11-147C23.1",0.17701,8083,0.53631,14434
"RP11-152F13.10",0.74039,17219,0.36111,11810
"RP11-155D18.14",0.98292,19866,0.0097612,1137
"RP11-156E8.1",0.97111,19591,0.0058488,843
"RP11-159D12.5",0.28843,10677,0.033829,2476
"RP11-159G9.5",0.35541,11977,0.00049835,289
"RP11-15E18.4",0.18783,8444,0.15891,7121
"RP11-160N1.10",0.69025,16771,0.054737,3496
"RP11-162A12.2",0.025581,2095,0.093426,4942
"RP11-162P23.2",0.46526,13774,0.21346,8486
"RP11-166B2.1",0.032295,2467,0.085936,4650
"RP11-166N6.3",0.28195,10538,0.037582,2659
"RP11-167N24.6",0.052437,3572,0.17929,7670
"RP11-169F17.1",0.036759,2710,0.85117,18351
"RP11-171N4.2",0.09468,5357,0.33355,11193
"RP11-176H8.1",0.95973,19399,0.21935,8611
"RP11-178C3.1",0.24286,9705,0.77505,17385
"RP11-178L8.4",0.35116,11886,0.85351,18382
"RP11-17M16.1",0.39091,12681,0.48663,13662
"RP11-180C1.1",0.58411,15383,0.13403,6347
"RP11-181C3.1",0.87074,18600,0.18724,7864
"RP11-187E13.1",0.012255,1217,0.0040434,702
"RP11-187E13.2",0.11026,5892,0.83883,18188
"RP11-190A12.7",0.30004,10912,0.5082,14010
"RP11-192H23.4",0.17886,8144,0.51289,14090
"RP11-195B21.3",0.86336,18508,0.12704,6120
"RP11-195F19.5",0.28686,10649,0.65005,16114
"RP11-196G11.1",0.22246,9239,0.94945,19250
"RP11-1C1.5",0.077204,4701,0.38218,12212
"RP11-201K10.3",0.3354,11589,0.85124,18352
"RP11-204N11.1",0.65944,16416,0.033511,2459
"RP11-20I23.1",0.51619,14427,0.24251,9170
"RP11-210M15.2",0.96564,19499,0.024371,1998
"RP11-211G3.3",0.13457,6746,0.036252,2599
"RP11-212D19.4",0.030793,2374,0.96921,19611
"RP11-215A19.2",0.67573,16644,0.56783,14905
"RP11-216L13.17",0.41325,13056,0.27955,10028
"RP11-219B4.5",0.45697,13656,0.036585,2612
"RP11-219B4.6",0.72257,17054,0.61828,15681
"RP11-231C14.4",0.60684,15692,0.39316,12361
"RP11-234B24.6",0.84588,18302,0.00069741,336
"RP11-242G20.1",0.07309,4519,0.76393,17258
"RP11-244H3.4",0.29772,10868,0.1457,6719
"RP11-247C2.2",0.031051,2385,0.02492,2024
"RP11-248J23.6",0.8564,18426,0.10274,5261
"RP11-248J23.7",0.11361,6002,0.019522,1718
"RP11-257K9.8",0.029899,2318,0.015875,1522
"RP11-268J15.5",0.098755,5497,0.98904,20124
"RP11-272B17.2",0.62058,15872,0.92269,18963
"RP11-276H1.3",0.0099463,1045,0.61639,15651
"RP11-279O9.4",0.032551,2486,0.85269,18371
"RP11-286N22.8",0.0001026,100,0.52992,14345
"RP11-287D1.3",0.74331,17246,0.010917,1212
"RP11-293I14.2",0.066637,4279,0.054185,3463
"RP11-293M10.1",0.16501,7724,0.98335,19978
"RP11-295D22.1",0.35389,11955,0.1265,6098
"RP11-295K3.1",0.42876,13262,0.38361,12236
"RP11-295P9.3",0.26838,10267,0.20126,8200
"RP11-296A16.1",0.032633,2491,0.39721,12419
"RP11-297M9.1",0.043187,3066,0.2384,9054
"RP11-297N6.4",0.024343,2016,0.12043,5900
"RP11-298I3.5",0.0038564,514,0.99193,20193
"RP11-302B13.5",0.076679,4674,0.85679,18431
"RP11-302M6.4",0.10506,5708,0.44216,13018
"RP11-307N16.6",0.04097,2954,0.85655,18423
"RP11-315D16.2",0.49057,14092,0.00014752,225
"RP11-315O6.2",0.20425,8850,0.30995,10703
"RP11-318A15.7",0.90932,18886,0.020724,1794
"RP11-321F6.1",0.00079713,217,0.87859,18625
"RP11-321M21.3",0.13845,6876,0.96543,19523
"RP11-321N4.5",0.64074,16172,0.66829,16263
"RP11-322E11.6",0.86807,18565,0.032236,2404
"RP11-322L20.1",0.096088,5411,0.20615,8329
"RP11-324D17.1",0.12817,6515,0.05201,3375
"RP11-342M21.2",0.23799,9583,0.79294,17613
"RP11-343C2.11",0.54384,14808,0.0091594,1099
"RP11-343C2.12",0.6648,16495,0.14606,6730
"RP11-343C2.7",0.094996,5371,0.905,18801
"RP11-343C2.9",0.10707,5782,0.12981,6211
"RP11-345J4.3",0.98461,19908,0.0075982,974
"RP11-345J4.5",0.52017,14478,0.30691,10643
"RP11-347C12.1",0.9822,19845,0.012632,1331
"RP11-351M8.1",0.32999,11490,0.60485,15498
"RP11-352D3.2",0.011045,1136,0.56012,14779
"RP11-362K2.2",0.0061113,717,0.03335,2457
"RP11-363G10.2",0.37777,12414,0.54689,14584
"RP11-366L20.2",0.44953,13547,0.11976,5881
"RP11-368I7.4",0.14518,7097,0.76378,17251
"RP11-371E8.4",0.022192,1895,0.59985,15416
"RP11-379H8.1",0.19918,8736,0.043179,2931
"RP11-382J12.1",0.1634,7673,0.62717,15810
"RP11-383H13.1",0.62305,15904,0.2889,10247
"RP11-385D13.1",0.018381,1685,0.74997,17067
"RP11-386G21.1",0.77295,17526,0.023033,1917
"RP11-386G21.2",0.065357,4235,0.23444,8953
"RP11-399J13.3",0.84924,18341,0.05411,3458
"RP11-3B7.1",0.48815,14066,0.70547,16599
"RP11-403P17.5",0.16607,7758,0.6226,15752
