"HumanGene","GammadeltaTcells_Daudi_Gammadelta_posscore","GammadeltaTcells_Daudi_Gammadelta_posrank","GammadeltaTcells_Daudi_Gammadelta_negscore","GammadeltaTcells_Daudi_Gammadelta_negrank"
"SCNN1D",0.44602,9795,0.73907,10460
"SCNN1G",0.79692,12910,0.82268,12164
"SCO1",0.99687,16435,2.7837e-05,706
"SCO2",0.36527,8665,1.2981e-06,229
"SCOC",0.04886,2784,0.88042,13767
"SCP2",0.3513,8452,0.050755,2930
"SCP2D1",0.068846,3366,0.86476,13341
"SCPEP1",0.48177,10326,0.2134,4455
"SCRG1",0.3656,8672,0.88823,13989
"SCRIB",0.83085,13320,0.36983,5975
"SCRN1",0.21789,6682,0.78253,11274
"SCRN2",0.7874,12790,0.44479,7021
"SCRN3",0.14315,5270,0.99126,17490
"SCRT1",0.93292,14889,0.91715,14867
"SCRT2",0.015323,1245,0.9905,17466
"SCT",0.40862,9254,0.66725,9287
"SCTR",0.053875,2935,0.82183,12134
"SCUBE1",0.10735,4341,0.71142,9985
"SCUBE2",0.21928,6703,0.94072,15651
"SCUBE3",0.52815,10726,0.66356,9241
"SCYL1",0.94178,15046,0.46758,7342
"SCYL2",0.033215,2256,0.83251,12434
"SCYL3",0.31312,7921,0.60602,8587
"SDAD1",0.16101,5692,0.00077756,1569
"SDC1",0.36605,8680,0.8358,12524
"SDC2",0.80736,13029,0.92111,14991
"SDC3",0.14943,5440,0.32935,5443
"SDC4",0.28404,7552,0.61381,8667
"SDCBP",0.82883,13298,0.3554,5781
"SDCBP2",0.11795,4598,0.96246,16384
"SDCCAG3",0.011883,1055,0.68478,9549
"SDCCAG8",0.00024549,106,0.99713,17778
"SDE2",0.98147,15839,0.00015203,1111
"SDF2",0.6119,11279,0.097009,3370
"SDF2L1",0.19442,6372,0.87876,13720
"SDF4",0.7268,12179,0.27891,4918
"SDHA",0.99709,16451,0.0073334,2156
"SDHAF1",1,17910,2.5442e-07,110
"SDHAF2",0.99822,16561,0.001779,1813
"SDHB",0.63509,11434,0.0013137,1712
"SDHC",1,17984,2.0343e-09,12
"SDHD",0.83454,13357,0.11061,3521
"SDK1",0.098713,4132,0.8497,12924
"SDK2",0.62997,11402,0.44991,7110
"SDPR",0.33767,8247,0.92378,15084
"SDR16C5",0.34353,8342,0.94874,15912
"SDR39U1",0.98722,16007,0.022902,2587
"SDR42E1",0.49364,10485,0.82554,12235
"SDR9C7",0.1655,5793,0.86129,13249
"SDS",0.012927,1109,0.58925,8408
"SDSL",0.024876,1790,0.78662,11369
"SEBOX",0.24328,7016,0.41594,6605
"SEC11A",0.0038004,532,0.42939,6795
"SEC11C",0.20846,6578,0.53803,7973
"SEC13",0.99999,17661,5.7095e-06,402
"SEC14L1",0.27212,7398,0.14529,3909
"SEC14L2",0.87682,14017,0.87565,13643
"SEC14L3",0.036432,2414,0.28177,4951
"SEC14L4",0.022853,1692,0.91981,14958
"SEC14L5",0.23072,6860,0.082591,3236
"SEC14L6",0.74601,12360,0.81802,12035
"SEC16A",0.81111,13071,0.049887,2921
"SEC16B",0.28558,7573,0.45543,7184
"SEC22A",0.95578,15294,0.11906,3606
"SEC22C",0.005811,664,0.97845,16972
"SEC23A",0.23344,6898,0.93618,15492
"SEC23B",0.97717,15741,0.018957,2490
"SEC23IP",0.4138,9323,0.34888,5698
"SEC24A",0.37103,8743,0.37821,6078
"SEC24B",0.06216,3190,0.97174,16726
"SEC24C",0.44227,9743,0.43591,6887
"SEC24D",0.0078429,794,0.95622,16169
"SEC31A",0.99982,17037,0.00018445,1163
"SEC31B",0.69808,11934,0.82986,12372
"SEC61A1",0.99999,17566,1.1321e-05,514
"SEC61A2",0.25009,7110,0.89237,14127
"SEC61B",0.9984,16584,0.0015988,1773
"SEC61G",0.90348,14429,0.076052,3156
"SEC62",0.9984,16582,0.001603,1775
"SEC63",0.99973,16953,0.00024796,1234
"SECISBP2",0.86202,13773,0.16502,4164
"SECISBP2L",0.46012,10008,0.89292,14144
"SECTM1",0.32833,8115,0.94115,15663
"SEH1L",0.99984,17075,0.00015771,1120
"SEL1L",0.99564,16353,0.0044538,2009
"SEL1L2",0.65542,11601,0.90332,14462
"SEL1L3",0.10678,4322,0.96,16295
"SELE",0.11651,4570,0.43846,6925
"SELENBP1",0.10132,4199,0.68398,9531
"SELK",0.34751,8390,0.029336,2724
"SELL",0.49187,10458,0.59883,8506
"SELM",0.39987,9138,0.46016,7244
"SELO",0.057988,3065,0.94107,15659
"SELP",0.099839,4162,0.47755,7504
"SELPLG",0.01639,1326,0.84738,12857
"SELRC1",0.99913,16714,0.00087048,1602
"SELT",0.99947,16833,0.00053237,1446
"SELV",0.10204,4218,0.96719,16538
"SEMA3A",0.9001,14363,0.6208,8749
"SEMA3C",0.44739,9817,0.99043,17463
"SEMA3D",0.19583,6395,0.95231,16036
"SEMA3E",0.0043853,572,0.93629,15495
"SEMA3F",0.56318,10933,0.67751,9436
"SEMA3G",0.055752,3001,0.72303,10180
"SEMA4A",0.92762,14799,0.089313,3291
"SEMA4B",0.20707,6559,0.72733,10257
"SEMA4C",0.31947,8013,0.84403,12757
"SEMA4D",0.96719,15519,0.13758,3830
"SEMA4F",0.43526,9631,0.19703,4353
"SEMA4G",0.12529,4801,0.90267,14440
"SEMA5A",0.019059,1485,0.98434,17191
"SEMA5B",0.040776,2550,0.92618,15167
"SEMA6A",0.17575,6038,0.97814,16958
"SEMA6B",0.13558,5063,0.92186,15018
"SEMA6C",0.11185,4449,0.2793,4922
"SEMA6D",0.69617,11917,0.84425,12761
"SEMA7A",0.44099,9727,0.94809,15888
"SEMG1",0.45056,9856,0.94568,15812
"SEMG2",0.12824,4876,0.97446,16833
"SENP1",0.13235,4972,0.016153,2402
"SENP2",0.94898,15160,0.68509,9556
"SENP5",0.14028,5186,0.39101,6258
"SENP6",0.85484,13662,0.0080025,2175
"SENP7",0.72329,12155,0.10955,3509
"SENP8",0.9289,14813,0.36706,5928
"SEPHS1",0.23808,6949,0.0014519,1744
"SEPHS2",0.9999,17170,9.7149e-05,998
"SEPN1",0.50236,10575,0.89944,14358
"SEPP1",0.044327,2664,0.8849,13891
"SEPSECS",1,17874,4.9522e-07,154
"SEPT1",0.78552,12771,0.11116,3528
"SEPT10",0.34763,8393,0.33964,5584
"SEPT11",0.029732,2060,0.91847,14907
"SEPT12",0.97956,15792,0.019541,2512
"SEPT14",0.75099,12400,0.52821,7892
"SEPT2",0.35351,8489,0.8945,14193
"SEPT3",0.78764,12796,0.79181,11474
"SEPT4",0.050791,2841,0.68061,9478
"SEPT5",0.38943,8987,0.41136,6528
"SEPT6",0.99997,17434,2.5017e-05,679
"SEPT8",0.0092914,885,0.97682,16909
"SEPT9",0.83605,13380,0.72162,10157
"SEPW1",0.49208,10460,0.22736,4545
"SERAC1",0.4165,9366,0.37432,6030
"SERBP1",0.86698,13855,0.054663,2966
"SERF2",0.93327,14895,0.36863,5953
"SERGEF",0.14575,5342,0.65585,9142
"SERHL2",0.93773,14965,0.42865,6783
"SERINC1",0.22383,6771,0.64393,9011
"SERINC2",0.32507,8079,0.70354,9851
"SERINC3",0.85684,13695,0.75624,10775
"SERINC4",0.77669,12667,0.92941,15267
"SERINC5",0.62914,11398,0.38974,6231
"SERP1",0.11661,4573,0.49521,7651
"SERP2",0.059424,3104,0.78526,11338
"SERPINA1",0.86953,13896,0.83923,12611
"SERPINA10",0.12494,4791,0.81827,12043
"SERPINA11",0.18048,6160,0.91231,14712
"SERPINA12",0.56567,10952,0.91206,14706
"SERPINA3",0.87688,14018,0.81765,12024
"SERPINA4",0.066068,3297,0.58304,8352
"SERPINA5",0.0094012,890,0.98011,17019
"SERPINA6",0.053034,2902,0.86902,13457
"SERPINA7",0.038994,2492,0.86218,13271
"SERPINA9",0.004147,559,0.98009,17018
"SERPINB1",0.1828,6200,0.57645,8284
"SERPINB10",0.11032,4410,0.96439,16444
"SERPINB12",0.29318,7678,0.65996,9191
"SERPINB13",0.039205,2497,0.73099,10321
"SERPINB2",0.048093,2758,0.86967,13481
"SERPINB3",0.26448,7306,0.87515,13635
"SERPINB4",0.17379,5999,0.87352,13590
"SERPINB5",0.37232,8763,0.83585,12526
"SERPINB6",0.86595,13841,0.79992,11631
"SERPINB7",0.033483,2277,0.95616,16168
"SERPINB8",0.62789,11392,0.049757,2919
"SERPINB9",0.5839,11082,0.32521,5395
"SERPINC1",0.74888,12386,0.22061,4496
"SERPIND1",0.62881,11396,0.8929,14143
"SERPINE1",0.83784,13408,0.91433,14781
"SERPINE2",0.033862,2297,0.9968,17753
"SERPINE3",0.0080399,809,0.50747,7745
"SERPINF1",0.4277,9522,0.95761,16213
"SERPINF2",0.68513,11820,0.62941,8850
"SERPING1",0.28648,7586,0.95948,16278
"SERPINH1",0.052213,2883,0.8936,14165
"SERPINI1",1,17762,2.4226e-06,284
"SERPINI2",0.85503,13665,0.17277,4235
"SERTAD1",0.20184,6481,0.96893,16614
"SERTAD2",0.25173,7131,0.75646,10778
"SERTAD3",0.65126,11567,0.6863,9579
"SERTAD4",0.56815,10974,0.38418,6148
"SERTM1",0.81616,13138,0.63748,8940
"SESN1",0.0071992,755,0.9856,17257
"SESN2",0.84782,13551,0.62455,8796
"SESN3",0.39792,9111,0.33632,5546
"SESTD1",0.048157,2760,0.38059,6108
"SET",0.96375,15441,0.036252,2809
"SETBP1",0.15885,5642,0.48864,7608
"SETD1A",0.999,16685,0.00031245,1293
"SETD1B",0.00092666,218,0.92099,14987
"SETD2",0.99123,16148,0.0055108,2069
"SETD3",0.015464,1255,0.78886,11413
"SETD4",0.73446,12245,0.37077,5985
"SETD5",0.95674,15315,0.27889,4917
"SETD6",0.064249,3251,0.52269,7862
"SETD7",0.29084,7638,0.88693,13953
"SETD8",0.99436,16283,0.025596,2654
"SETD9",0.71224,12051,0.9544,16106
"SETDB1",0.5655,10950,0.0005232,1439
"SETDB2",0.8565,13687,0.33594,5540
"SETMAR",0.011471,1029,0.98972,17432
"SETX",0.19529,6386,0.62846,8837
"SEZ6",0.81511,13129,0.70805,9930
"SEZ6L",0.32716,8104,0.92182,15014
"SEZ6L2",0.49637,10525,0.45469,7179
"SF1",1,17791,1.5612e-06,243
"SF3A1",0.065654,3283,0.013758,2344
"SF3A2",0.89304,14248,0.00048176,1413
"SF3A3",1,17750,2.7586e-06,297
"SF3B1",0.99275,16211,0.26208,4780
"SF3B14",0.99999,17638,6.5477e-06,426
"SF3B2",0.99963,16899,0.00036832,1334
"SF3B3",1,17889,3.8614e-07,136
"SF3B4",1,17847,7.429e-07,185
"SF3B5",1,17747,2.8026e-06,300
"SFI1",0.19875,6432,0.94237,15700
"SFMBT1",0.012415,1080,0.98798,17359
"SFMBT2",0.32931,8131,0.8874,13970
"SFN",0.24606,7056,0.82801,12308
"SFPQ",0.84602,13521,0.0025696,1909
"SFR1",0.97102,15605,0.01725,2437
"SFRP1",0.02344,1719,0.83634,12540
"SFRP2",0.33463,8206,0.94285,15715
"SFRP4",0.25027,7114,0.3026,5168
"SFRP5",0.026036,1846,0.95791,16222
"SFSWAP",0.99995,17277,5.4782e-05,870
"SFT2D1",0.93333,14897,0.77022,11024
"SFT2D2",0.77402,12631,0.36889,5960
"SFT2D3",0.0055888,649,0.21285,4453
"SFTA2",0.44625,9798,0.12544,3673
"SFTA3",0.23903,6959,0.63407,8901
"SFTPA1",0.14242,5250,0.60858,8616
"SFTPA2",0.082085,3712,0.96082,16322
"SFTPB",0.12188,4709,0.63954,8967
"SFTPC",0.42447,9468,0.62144,8758
"SFTPD",0.91119,14547,0.79612,11557
"SFXN1",0.99999,17618,7.7095e-06,452
"SFXN2",0.27903,7490,0.93361,15403
"SFXN3",0.97969,15796,0.59969,8518
"SFXN4",0.051703,2861,0.46128,7265
"SFXN5",0.15299,5511,0.39839,6353
"SGCA",0.35741,8544,0.39049,6248
"SGCB",0.74488,12349,0.8428,12712
"SGCD",0.28484,7563,0.15597,4050
"SGCE",0.8554,13670,0.22116,4500
"SGCG",0.62699,11389,0.0542,2962
"SGCZ",0.076727,3574,0.80131,11653
"SGIP1",0.32448,8068,0.97928,16991
"SGK1",0.42974,9550,0.95062,15975
"SGK2",0.03272,2220,0.77747,11175
"SGK223",0.12266,4730,0.27675,4898
"SGK3",0.097896,4113,0.83047,12392
"SGMS1",5.0329e-05,56,0.97053,16680
"SGMS2",0.93118,14852,0.26891,4837
"SGOL1",0.99348,16238,0.0033916,1949
"SGOL2",0.30368,7805,0.94818,15891
"SGPL1",0.0048817,598,0.57907,8312
"SGPP1",0.24156,6988,0.90855,14603
"SGPP2",0.70761,12008,0.70416,9861
"SGSH",0.3247,8071,0.92816,15229
"SGSM1",0.20124,6469,0.76193,10880
"SGSM2",0.46833,10122,0.92145,15003
"SGSM3",0.91984,14676,0.77648,11147
"SGTA",0.38648,8952,0.94619,15824
"SGTB",0.38223,8892,0.71319,10019
"SH2B1",0.49814,10552,0.54149,7996
"SH2B3",0.012419,1081,0.9381,15559
"SH2D1A",0.29286,7673,0.95005,15958
"SH2D1B",0.78356,12746,0.74716,10600
"SH2D2A",0.13641,5077,0.85015,12942
"SH2D3A",0.055125,2979,0.90168,14411
"SH2D3C",0.13976,5175,0.59891,8509
"SH2D4A",0.1816,6181,0.54196,8001
"SH2D4B",0.43049,9560,0.8771,13686
"SH2D5",0.7803,12711,0.89208,14116
"SH2D6",0.83943,13433,0.24335,4640
"SH2D7",0.038936,2491,0.96003,16296
"SH3BGR",0.36845,8706,0.16471,4162
"SH3BGRL",0.2929,7674,0.25238,4713
"SH3BGRL2",0.1563,5579,0.42469,6729
"SH3BGRL3",0.055433,2984,0.3043,5193
"SH3BP1",0.35001,8428,0.89961,14362
"SH3BP2",0.0010601,238,0.99894,17891
"SH3BP4",0.54402,10818,0.64173,8988
"SH3BP5",0.31126,7901,0.8434,12733
"SH3BP5L",0.38556,8939,0.059652,3012
"SH3D19",0.13926,5167,0.91873,14919
"SH3D21",0.41739,9382,0.92658,15177
"SH3GL1",1,17973,2.4698e-09,14
"SH3GL2",0.036721,2423,0.30888,5237
"SH3GL3",0.5561,10891,0.92646,15175
"SH3GLB1",0.78452,12758,0.28011,4931
"SH3GLB2",0.98199,15856,0.40172,6404
"SH3KBP1",0.024995,1800,0.79874,11609
"SH3PXD2A",0.21574,6656,0.95474,16118
"SH3PXD2B",0.061662,3169,0.96021,16303
"SH3RF1",0.15646,5585,0.89585,14241
"SH3RF2",0.36887,8711,0.22996,4561
"SH3TC1",0.12175,4703,0.87997,13751
"SH3TC2",0.0039908,548,0.97777,16938
"SH3YL1",0.014895,1220,0.96073,16321
"SHANK1",0.16768,5845,0.89637,14258
"SHARPIN",0.28456,7559,0.96721,16541
"SHB",0.049411,2795,0.87094,13530
"SHBG",0.38458,8923,0.73237,10351
"SHC1",0.0030082,475,0.89828,14321
"SHC2",0.36103,8602,0.68696,9592
"SHC3",0.36108,8603,0.79673,11570
"SHC4",0.45661,9952,0.78037,11228
"SHCBP1",0.48757,10399,0.82478,12214
"SHCBP1L",0.14864,5415,0.41131,6527
"SHD",0.80217,12970,0.74655,10587
"SHE",0.92553,14771,0.75852,10808
"SHF",0.014269,1188,0.97648,16895
"SHFM1",0.95835,15344,0.041646,2852
"SHH",0.74768,12378,0.95269,16049
"SHISA2",0.090665,3931,0.89003,14053
"SHISA3",0.11983,4645,0.99041,17462
"SHISA4",0.38906,8982,0.91854,14911
"SHISA5",0.25585,7183,0.49325,7639
"SHISA6",0.011001,994,0.9523,16034
"SHISA7",0.14204,5239,0.86922,13466
"SHISA9",0.17624,6051,0.91849,14910
"SHKBP1",0.38385,8917,0.84348,12737
"SHMT1",0.18827,6291,0.16724,4198
"SHMT2",1,17688,2.1334e-06,273
"SHOC2",0.19704,6407,0.43579,6886
"SHOX",0.035465,2376,0.96015,16299
"SHOX2",0.037674,2458,0.90563,14526
"SHPK",0.85672,13691,0.52635,7881
"SHPRH",0.36283,8638,0.92509,15132
"SHQ1",0.99906,16697,0.00087761,1603
"SHROOM1",0.3137,7938,0.84017,12638
"SHROOM2",0.0043516,564,0.94806,15885
"SHROOM3",0.017429,1388,0.99679,17750
"SHROOM4",0.37234,8764,0.98341,17154
"SI",0.16638,5813,0.73187,10340
"SIAE",0.029569,2051,0.9859,17274
"SIAH1",0.036349,2412,0.81463,11962
"SIAH2",0.047588,2744,0.94701,15851
"SIAH3",0.8775,14027,0.69998,9802
"SIDT1",0.76815,12566,0.45097,7123
"SIDT2",0.93993,15002,0.2757,4893
"SIGIRR",0.15738,5607,0.78467,11326
"SIGLEC1",0.87128,13922,0.61823,8717
"SIGLEC10",0.027828,1954,0.087359,3273
"SIGLEC11",0.93886,14988,0.028009,2702
"SIGLEC12",0.30685,7847,0.90558,14522
"SIGLEC14",0.2781,7479,0.23141,4573
"SIGLEC15",0.63079,11406,0.73078,10320
"SIGLEC5",0.13459,5041,0.90688,14557
"SIGLEC6",0.16182,5707,0.95744,16208
"SIGLEC7",0.87113,13919,0.7762,11142
"SIGLEC8",0.46648,10101,0.14736,3940
"SIGLEC9",0.32456,8069,0.69272,9690
"SIGLECL1",0.91209,14557,0.54167,7999
"SIGMAR1",0.089335,3894,0.92668,15182
"SIK1",0.59461,11150,0.12143,3628
"SIK2",0.063827,3238,0.9435,15738
"SIK3",0.15948,5660,0.88559,13917
"SIKE1",0.027883,1956,0.92922,15259
"SIL1",0.77616,12661,0.28364,4970
"SIM1",0.053254,2916,0.91957,14950
"SIM2",0.0054431,637,0.99679,17751
"SIMC1",0.10602,4304,0.85584,13094
"SIN3A",0.99997,17385,3.2504e-05,739
"SIN3B",0.48916,10422,0.005263,2055
"SIPA1",0.77561,12650,0.40731,6473
"SIPA1L1",0.011917,1056,0.98875,17387
"SIPA1L2",0.92284,14730,0.38635,6185
"SIPA1L3",0.041302,2571,0.90239,14433
"SIRPA",0.42998,9554,0.38405,6145
"SIRPB1",0.00097581,227,0.66264,9231
"SIRPB2",0.46541,10086,0.12035,3616
"SIRPD",0.33191,8171,0.84347,12736
"SIRPG",0.20771,6566,0.21926,4489
"SIRT1",5.1792e-08,15,1,17999
"SIRT2",0.28055,7509,0.97613,16884
"SIRT3",0.83789,13410,0.8076,11791
"SIRT4",0.91441,14593,0.68905,9628
"SIRT5",0.53171,10747,0.34988,5705
"SIRT6",0.55011,10850,0.94738,15867
"SIRT7",0.99919,16736,0.00080714,1577
"SIT1",0.47515,10216,0.75109,10675
"SIVA1",0.20104,6464,0.83931,12614
"SIX1",0.19413,6368,0.7571,10787
"SIX2",0.00385,538,0.69077,9660
"SIX3",0.026133,1853,0.96841,16592
"SIX4",0.010563,969,0.98855,17377
"SIX5",0.14772,5385,0.9446,15780
"SIX6",0.1728,5974,0.64701,9042
"SKA1",0.70468,11987,0.11109,3527
"SKA2",0.38234,8894,0.0084029,2185
"SKA3",0.85468,13657,0.011068,2264
"SKAP1",0.019029,1483,0.42615,6750
"SKAP2",0.99012,16104,0.0098764,2226
"SKI",0.71029,12034,0.91141,14684
"SKIDA1",0.051666,2860,0.77377,11098
"SKIL",0.0012822,268,0.99872,17874
"SKIV2L",0.99999,17541,1.3686e-05,547
"SKIV2L2",0.99882,16653,0.00079304,1576
"SKOR1",0.39086,9014,0.8813,13790
"SKOR2",0.13599,5072,0.95325,16066
"SKP1",0.9999,17161,0.00010269,1008
"SKP2",0.99921,16738,0.00015465,1116
"SLA",0.34445,8353,0.28767,5011
"SLA2",0.041271,2570,0.88334,13844
"SLAIN1",0.96051,15379,0.9223,15038
"SLAIN2",0.0019152,359,0.99808,17829
"SLAMF1",0.38477,8927,0.63357,8894
"SLAMF6",0.017661,1401,0.97192,16736
"SLAMF7",0.89698,14314,0.053047,2949
"SLAMF8",0.3443,8350,0.65625,9147
"SLAMF9",0.93482,14927,0.12601,3681
"SLBP",0.88256,14100,0.096916,3368
"SLC10A1",0.36006,8582,0.60834,8613
"SLC10A2",0.10396,4267,0.97827,16964
"SLC10A3",0.0035635,514,0.93376,15410
"SLC10A4",0.62372,11369,0.46437,7298
"SLC10A5",0.0060815,684,0.96951,16636
"SLC10A6",0.58224,11064,0.67368,9383
"SLC10A7",0.73249,12222,0.10803,3490
"SLC11A1",0.20528,6532,0.98148,17072
"SLC11A2",0.026193,1854,0.93732,15535
"SLC12A1",0.60462,11226,0.46365,7288
"SLC12A2",0.010698,978,0.95845,16245
"SLC12A3",0.97017,15584,0.36356,5889
"SLC12A4",0.22109,6729,0.78428,11316
"SLC12A5",0.2485,7089,0.71482,10045
"SLC12A6",0.025595,1827,0.70167,9831
"SLC12A7",0.47939,10282,0.78702,11375
"SLC12A8",0.37749,8846,0.19626,4348
"SLC12A9",0.70138,11964,0.76558,10945
"SLC13A1",0.18699,6269,0.95933,16275
"SLC13A2",0.15608,5572,0.4406,6961
"SLC13A3",0.39933,9132,0.30365,5184
"SLC13A4",0.074619,3525,0.79032,11443
"SLC13A5",0.8199,13182,0.85238,12997
"SLC14A1",0.015189,1239,0.81594,11990
"SLC14A2",0.94252,15057,0.85635,13113
"SLC15A1",0.37209,8761,0.97009,16660
"SLC15A2",0.20205,6483,0.84104,12666
"SLC15A3",0.32529,8081,0.90961,14629
"SLC15A4",0.019371,1506,0.99355,17601
"SLC16A1",0.99992,17209,8.0476e-05,952
"SLC16A10",0.075835,3554,0.9806,17039
"SLC16A11",0.31671,7983,0.87832,13713
"SLC16A12",0.40272,9177,0.73076,10319
"SLC16A13",0.5423,10810,0.41236,6540
"SLC16A14",0.49602,10519,0.94307,15724
"SLC16A2",0.11751,4588,0.80645,11767
"SLC16A3",0.15516,5557,0.79232,11485
"SLC16A4",0.30281,7794,0.23791,4612
"SLC16A5",0.71698,12095,0.88686,13950
"SLC16A6",0.33052,8150,0.73658,10416
"SLC16A7",0.18293,6202,0.96471,16456
"SLC16A8",0.13487,5047,0.98447,17198
"SLC16A9",0.0027235,444,0.9939,17614
"SLC17A1",0.021996,1643,0.64006,8974
"SLC17A2",0.099771,4161,0.51291,7783
"SLC17A3",0.046796,2729,0.66607,9273
"SLC17A4",0.00058638,153,0.99941,17931
"SLC17A5",0.88,14057,0.85296,13016
"SLC17A6",0.034992,2356,0.29406,5066
"SLC17A7",0.82263,13216,0.98915,17406
"SLC17A8",0.11463,4521,0.22887,4556
"SLC17A9",0.37427,8792,0.99004,17442
"SLC18A1",0.60884,11259,0.51341,7786
"SLC18A2",0.13757,5103,0.81266,11906
"SLC18A3",0.11979,4644,0.96468,16455
"SLC18B1",0.86016,13738,0.45448,7176
"SLC19A1",0.77383,12628,0.0004729,1406
"SLC19A2",0.2178,6679,0.86249,13274
"SLC19A3",0.23076,6862,0.93657,15503
"SLC1A1",0.7451,12351,0.42199,6687
"SLC1A2",0.14341,5281,0.70824,9934
"SLC1A3",0.10087,4188,0.70015,9804
"SLC1A4",0.17904,6126,0.74551,10569
"SLC1A5",0.94239,15054,0.78028,11227
"SLC1A6",0.031707,2164,0.66955,9330
"SLC1A7",0.12477,4787,0.96291,16394
"SLC20A1",0.98656,15981,0.0052678,2056
"SLC20A2",0.025652,1830,0.6481,9059
"SLC22A1",0.45813,9975,0.72835,10279
"SLC22A10",0.2808,7512,0.55488,8112
"SLC22A11",0.92295,14733,0.84355,12742
"SLC22A12",0.88162,14080,0.35804,5817
"SLC22A13",0.077458,3594,0.87839,13715
"SLC22A14",0.68236,11802,0.76001,10848
"SLC22A15",0.084277,3767,0.94822,15894
"SLC22A16",0.072217,3467,0.57692,8289
"SLC22A17",0.4062,9232,0.77314,11088
"SLC22A18",0.97558,15706,0.81143,11879
"SLC22A18AS",0.59154,11137,0.67152,9356
"SLC22A2",0.014727,1214,0.88005,13753
"SLC22A23",0.14729,5377,0.21077,4441
"SLC22A25",0.4754,10221,0.74539,10567
"SLC22A3",0.0029195,463,0.88147,13794
"SLC22A4",0.10712,4334,0.87763,13699
"SLC22A5",0.074412,3518,0.93511,15454
"SLC22A6",0.32957,8138,0.97248,16763
"SLC22A7",0.17297,5978,0.63944,8965
"SLC22A8",0.73801,12278,0.78727,11383
"SLC22A9",0.71856,12108,0.94655,15834
"SLC23A1",0.0323,2200,0.94111,15661
"SLC23A2",0.27871,7485,0.86598,13372
"SLC23A3",0.11061,4421,0.99245,17554
"SLC24A1",0.39067,9011,0.3891,6220
"SLC24A2",0.33769,8248,0.62792,8833
"SLC24A3",0.098303,4121,0.82783,12300
"SLC24A4",0.0059697,677,0.82942,12353
"SLC24A5",0.69465,11902,0.72786,10269
"SLC25A1",1,17961,7.7656e-09,25
"SLC25A10",0.043248,2631,0.92751,15208
"SLC25A11",0.37152,8752,0.92452,15111
"SLC25A12",0.2964,7714,0.86136,13253
"SLC25A13",0.49457,10496,0.29761,5103
"SLC25A14",0.54063,10803,0.80468,11729
"SLC25A15",0.1508,5470,0.35007,5708
"SLC25A16",0.22527,6790,0.45396,7168
"SLC25A17",0.010523,962,0.97961,17004
"SLC25A18",0.27053,7375,0.78429,11317
"SLC25A19",1.1298e-06,23,1,17991
"SLC25A2",0.035912,2402,0.94904,15921
"SLC25A20",0.10122,4197,0.99262,17563
"SLC25A21",0.23354,6899,0.68158,9494
"SLC25A22",0.91648,14623,0.080366,3210
"SLC25A23",0.66101,11650,0.70644,9902
"SLC25A24",0.01461,1210,0.80845,11809
"SLC25A25",0.93804,14969,0.060561,3023
"SLC25A26",0.99785,16516,0.0021495,1860
"SLC25A27",0.097335,4101,0.71,9963
"SLC25A28",0.80391,12988,0.371,5989
"SLC25A29",0.025394,1818,0.99043,17464
"SLC25A3",0.99939,16795,0.00060675,1490
"SLC25A30",0.93286,14887,0.58898,8404
"SLC25A31",0.10525,4293,0.77972,11216
"SLC25A32",1,17933,1.647e-07,85
"SLC25A33",0.91024,14530,0.045721,2878
"SLC25A34",0.12622,4825,0.7643,10919
"SLC25A35",0.28217,7527,0.74713,10599
"SLC25A36",0.36391,8649,0.92568,15160
"SLC25A37",0.93499,14931,0.82295,12171
"SLC25A38",0.90608,14473,0.0010996,1661
"SLC25A39",0.30072,7763,0.87232,13559
"SLC25A4",0.74235,12325,0.85494,13069
"SLC25A40",0.32862,8124,0.87267,13569
"SLC25A41",0.8818,14088,0.38622,6182
"SLC25A42",0.30467,7815,0.52788,7891
"SLC25A43",0.20169,6478,0.91348,14749
"SLC25A44",0.64923,11550,0.44083,6964
"SLC25A45",0.47849,10269,0.091422,3315
"SLC25A46",0.98279,15879,0.27799,4909
"SLC25A47",0.03721,2440,0.88844,13997
"SLC25A48",0.09861,4126,0.45873,7220
"SLC25A5",0.95951,15363,0.11634,3576
"SLC25A51",0.94804,15140,0.2086,4423
"SLC25A52",0.64891,11545,0.95126,15996
"SLC25A53",0.42644,9498,0.875,13628
"SLC25A6",0.79507,12888,0.86447,13332
"SLC26A1",0.12213,4715,0.88234,13814
"SLC26A10",0.73525,12257,0.89267,14136
"SLC26A11",0.2613,7257,0.79606,11554
"SLC26A2",0.078361,3612,0.90153,14405
"SLC26A3",0.11016,4405,0.73415,10380
"SLC26A4",0.21847,6692,0.98342,17156
"SLC26A5",0.25312,7152,0.88117,13787
"SLC26A6",0.78956,12821,0.46683,7331
"SLC26A7",0.1817,6184,0.8427,12709
"SLC26A8",0.36116,8605,0.86914,13463
"SLC26A9",0.6762,11760,0.31289,5273
"SLC27A1",0.24756,7073,0.87251,13565
"SLC27A2",0.16254,5722,0.63322,8887
"SLC27A3",0.89914,14349,0.68769,9604
"SLC27A4",0.67286,11736,0.77488,11119
"SLC27A5",0.91087,14541,0.93183,15352
"SLC27A6",0.0085754,837,0.31466,5287
"SLC28A1",0.84587,13517,0.40086,6388
"SLC28A2",0.034044,2305,0.9543,16100
"SLC28A3",0.86162,13766,0.8225,12158
"SLC29A1",0.99996,17325,4.4223e-05,808
